Name,INN,City,Region,Address,Website,Email,Category,OKVED
ООО Хмель и Солод,7701340006,Липецк,Липецкая область,"г Липецк, ул Примерная, 7",hmel.ru,info@hmel.ru,Рестораны,56.10
ООО Тануки,7701340007,Липецк,Липецкая область,"г Липецк, ул Примерная, 8",tanuki.ru,info@tanuki.ru,Рестораны,56.10
ООО Якитория,7701340008,Липецк,Липецкая область,"г Липецк, ул Примерная, 9",yakitoriya.ru,info@yakitoriya.ru,Рестораны,56.10
ООО Макдональдс,7701340009,Липецк,Липецкая область,"г Липецк, ул Примерная, 10",mcdonalds.ru,info@mcdonalds.ru,Рестораны,56.10
ООО Додо Пицца,7701340010,Липецк,Липецкая область,"г Липецк, ул Примерная, 11",dodopizza.ru,info@dodopizza.ru,Рестораны,56.10
ООО Доминос Пицца,7701340011,Липецк,Липецкая область,"г Липецк, ул Примерная, 12",dominos.ru,info@dominos.ru,Рестораны,56.10
ООО Папа Джонс,7701340012,Липецк,Липецкая область,"г Липецк, ул Примерная, 13",papajohns.ru,info@papajohns.ru,Рестораны,56.10
ООО Сабвей,7701340013,Липецк,Липецкая область,"г Липецк, ул Примерная, 14",subway.ru,info@subway.ru,Рестораны,56.10
ООО Black Star Burger,7701340014,Липецк,Липецкая область,"г Липецк, ул Примерная, 15",blackstarburger.ru,info@blackstarburger.ru,Рестораны,56.10
ООО ДНС,7701340000,Липецк,Липецкая область,"г Липецк, ул Примерная, 1",dns-shop.ru,info@dns-shop.ru,Ритейл электроника,47.41
ООО Ситилинк,7701340001,Липецк,Липецкая область,"г Липецк, ул Примерная, 2",citilink.ru,info@citilink.ru,Ритейл электроника,47.41
ООО Эльдорадо,7701340002,Липецк,Липецкая область,"г Липецк, ул Примерная, 3",eldorado.ru,info@eldorado.ru,Ритейл электроника,47.41
ООО М.Видео,7701340003,Липецк,Липецкая область,"г Липецк, ул Примерная, 4",mvideo.ru,info@mvideo.ru,Ритейл электроника,47.41
ООО Технопарк,7701340004,Липецк,Липецкая область,"г Липецк, ул Примерная, 5",technopark.ru,info@technopark.ru,Ритейл электроника,47.41
ООО Юлмарт,7701340005,Липецк,Липецкая область,"г Липецк, ул Примерная, 6",ulmart.ru,info@ulmart.ru,Ритейл электроника,47.41
ООО RBT.ru,7701340006,Липецк,Липецкая область,"г Липецк, ул Примерная, 7",rbt.ru,info@rbt.ru,Ритейл электроника,47.41
ООО Электросила,7701340007,Липецк,Липецкая область,"г Липецк, ул Примерная, 8",electrosila.ru,info@electrosila.ru,Ритейл электроника,47.41
ООО Холодильник.ру,7701340008,Липецк,Липецкая область,"г Липецк, ул Примерная, 9",holodilnik.ru,info@holodilnik.ru,Ритейл электроника,47.41
ООО Позитроника,7701340009,Липецк,Липецкая область,"г Липецк, ул Примерная, 10",positronica.ru,info@positronica.ru,Ритейл электроника,47.41
ООО 123.ru,7701340010,Липецк,Липецкая область,"г Липецк, ул Примерная, 11",123.ru,info@123.ru,Ритейл электроника,47.41
ООО Фокстрот,7701340011,Липецк,Липецкая область,"г Липецк, ул Примерная, 12",foxtrot.ru,info@foxtrot.ru,Ритейл электроника,47.41
ООО Фокус,7701340012,Липецк,Липецкая область,"г Липецк, ул Примерная, 13",focus.ua,info@focus.ru,Ритейл электроника,47.41
ООО Компьютерный мир,7701340013,Липецк,Липецкая область,"г Липецк, ул Примерная, 14",pcmarket.ru,info@pcmarket.ru,Ритейл электроника,47.41
ООО Кей,7701340014,Липецк,Липецкая область,"г Липецк, ул Примерная, 15",key.ru,info@key.ru,Ритейл электроника,47.41
ООО Салон красоты Липецк,7800034012,Липецк,Россия,"г Липецк, ул Центральная, 13",https://beauty-липецк.ru,info@липецк-beauty.ru,Салон красоты,96.02
ООО Салон штор Липецк,7800034020,Липецк,Россия,"г Липецк, ул Центральная, 21",https://curtains-липецк.ru,info@липецк-curtains.ru,Салон штор,47.53
ООО Сантехника Липецк,7800034023,Липецк,Россия,"г Липецк, ул Центральная, 24",https://plumbing-липецк.ru,info@липецк-plumb.ru,Сантехника,47.52
ООО Светильники Липецк,7800034026,Липецк,Россия,"г Липецк, ул Центральная, 27",https://lights-липецк.ru,info@липецк-lights.ru,Светильники,47.52
ООО Стоматология Липецк,7800034004,Липецк,Россия,"г Липецк, ул Центральная, 5",https://dental-липецк.ru,info@липецк-dental.ru,Стоматология,86.23
ООО ПИК,7701340000,Липецк,Липецкая область,"г Липецк, ул Примерная, 1",pik.ru,info@pik.ru,Строительство,41.20
ООО Группа Эталон,7701340001,Липецк,Липецкая область,"г Липецк, ул Примерная, 2",etalongroup.ru,info@etalongroup.ru,Строительство,41.20
ООО ГК Самолет,7701340002,Липецк,Липецкая область,"г Липецк, ул Примерная, 3",sam.ru,info@sam.ru,Строительство,41.20
ООО ФСК,7701340003,Липецк,Липецкая область,"г Липецк, ул Примерная, 4",fsk.ru,info@fsk.ru,Строительство,41.20
ООО Интеко,7701340004,Липецк,Липецкая область,"г Липецк, ул Примерная, 5",inteco.ru,info@inteco.ru,Строительство,41.20
ООО КРОСТ,7701340005,Липецк,Липецкая область,"г Липецк, ул Примерная, 6",krost.ru,info@krost.ru,Строительство,41.20
ООО МИЦ,7701340006,Липецк,Липецкая область,"г Липецк, ул Примерная, 7",mic.ru,info@mic.ru,Строительство,41.20
ООО А101,7701340007,Липецк,Липецкая область,"г Липецк, ул Примерная, 8",a101.ru,info@a101.ru,Строительство,41.20
ООО Level Group,7701340008,Липецк,Липецкая область,"г Липецк, ул Примерная, 9",levelgroup.ru,info@levelgroup.ru,Строительство,41.20
ООО Sminex,7701340009,Липецк,Липецкая область,"г Липецк, ул Примерная, 10",sminex.ru,info@sminex.ru,Строительство,41.20
ООО Галс-Девелопмент,7701340010,Липецк,Липецкая область,"г Липецк, ул Примерная, 11",gals-development.ru,info@gals-development.ru,Строительство,41.20
ООО Ташир,7701340011,Липецк,Липецкая область,"г Липецк, ул Примерная, 12",tashir.ru,info@tashir.ru,Строительство,41.20
ООО ЦДС,7701340012,Липецк,Липецкая область,"г Липецк, ул Примерная, 13",cds.ru,info@cds.ru,Строительство,41.20
ООО ЮИТ,7701340013,Липецк,Липецкая область,"г Липецк, ул Примерная, 14",yit.ru,info@yit.ru,Строительство,41.20
ООО БестЪ,7701340014,Липецк,Липецкая область,"г Липецк, ул Примерная, 15",best-development.ru,info@best-development.ru,Строительство,41.20
ООО Стройматериалы оптом Липецк,7900034028,Липецк,Россия,"г Липецк, ул Промышленная, 29",https://build-липецк.ru,stroi@липецк-str.ru,Стройматериалы оптом,46.73
ООО Тепловизионное обследование Липецк,7900034019,Липецк,Россия,"г Липецк, ул Промышленная, 20",https://thermal-липецк.ru,thermal@липецк-th.ru,Тепловизионное обследование,71.12
ООО Травелата,7701340000,Липецк,Липецкая область,"г Липецк, ул Примерная, 1",travelata.ru,info@travelata.ru,Туризм,79.11
ООО Level.Travel,7701340001,Липецк,Липецкая область,"г Липецк, ул Примерная, 2",level.travel,info@level.travel,Туризм,79.11
ООО Onetwotrip,7701340002,Липецк,Липецкая область,"г Липецк, ул Примерная, 3",onetwotrip.com,info@onetwotrip.com,Туризм,79.11
ООО Туту.ру,7701340003,Липецк,Липецкая область,"г Липецк, ул Примерная, 4",tutu.ru,info@tutu.ru,Туризм,79.11
ООО Аэроэкспресс,7701340004,Липецк,Липецкая область,"г Липецк, ул Примерная, 5",aeroexpress.ru,info@aeroexpress.ru,Туризм,79.11
ООО Библио-Глобус,7701340005,Липецк,Липецкая область,"г Липецк, ул Примерная, 6",biblioglobus.ru,info@biblioglobus.ru,Туризм,79.11
ООО Пегас Туристик,7701340006,Липецк,Липецкая область,"г Липецк, ул Примерная, 7",pegast.ru,info@pegast.ru,Туризм,79.11
ООО Тез Тур,7701340007,Липецк,Липецкая область,"г Липецк, ул Примерная, 8",teztour.ru,info@teztour.ru,Туризм,79.11
ООО Анекс Тур,7701340008,Липецк,Липецкая область,"г Липецк, ул Примерная, 9",anextour.ru,info@anextour.ru,Туризм,79.11
ООО Корал Тревел,7701340009,Липецк,Липецкая область,"г Липецк, ул Примерная, 10",coral.ru,info@coral.ru,Туризм,79.11
ООО Русский Экспресс,7701340010,Липецк,Липецкая область,"г Липецк, ул Примерная, 11",russiangid.ru,info@russiangid.ru,Туризм,79.11
ООО Натали Турс,7701340011,Липецк,Липецкая область,"г Липецк, ул Примерная, 12",natali-tours.ru,info@natali-tours.ru,Туризм,79.11
ООО Sunmar,7701340012,Липецк,Липецкая область,"г Липецк, ул Примерная, 13",sunmar.ru,info@sunmar.ru,Туризм,79.11
ООО TUI,7701340013,Липецк,Липецкая область,"г Липецк, ул Примерная, 14",tui.ru,info@tui.ru,Туризм,79.11
ООО Intourist,7701340014,Липецк,Липецкая область,"г Липецк, ул Примерная, 15",intourist.ru,info@intourist.ru,Туризм,79.11
ООО Туристическое агентство Липецк,7800034013,Липецк,Россия,"г Липецк, ул Центральная, 14",https://tour-липецк.ru,info@липецк-tour.ru,Туристическое агентство,79.11
ООО World Class,7701340000,Липецк,Липецкая область,"г Липецк, ул Примерная, 1",worldclass.ru,info@worldclass.ru,Фитнес,93.11
ООО Фитнес Холдинг,7701340001,Липецк,Липецкая область,"г Липецк, ул Примерная, 2",fitnessholding.ru,info@fitnessholding.ru,Фитнес,93.11
ООО Alex Fitness,7701340002,Липецк,Липецкая область,"г Липецк, ул Примерная, 3",alexfitness.ru,info@alexfitness.ru,Фитнес,93.11
ООО Спортмастер,7701340003,Липецк,Липецкая область,"г Липецк, ул Примерная, 4",sportmaster.ru,info@sportmaster.ru,Фитнес,93.11
ООО Триал-Спорт,7701340004,Липецк,Липецкая область,"г Липецк, ул Примерная, 5",trial-sport.ru,info@trial-sport.ru,Фитнес,93.11
ООО Декатлон,7701340005,Липецк,Липецкая область,"г Липецк, ул Примерная, 6",decathlon.ru,info@decathlon.ru,Фитнес,93.11
ООО X-Fit,7701340006,Липецк,Липецкая область,"г Липецк, ул Примерная, 7",xfit.ru,info@xfit.ru,Фитнес,93.11
ООО Зебра,7701340007,Липецк,Липецкая область,"г Липецк, ул Примерная, 8",zebraclub.ru,info@zebraclub.ru,Фитнес,93.11
ООО Планета Фитнес,7701340008,Липецк,Липецкая область,"г Липецк, ул Примерная, 9",planetafitness.ru,info@planetafitness.ru,Фитнес,93.11
ООО FitCurves,7701340009,Липецк,Липецкая область,"г Липецк, ул Примерная, 10",fitcurves.ru,info@fitcurves.ru,Фитнес,93.11
ООО Lady's Gym,7701340010,Липецк,Липецкая область,"г Липецк, ул Примерная, 11",ladiesgym.ru,info@ladiesgym.ru,Фитнес,93.11
ООО Terrasport,7701340011,Липецк,Липецкая область,"г Липецк, ул Примерная, 12",terrasport.ua,info@terrasport.ru,Фитнес,93.11
ООО Gymnasium,7701340012,Липецк,Липецкая область,"г Липецк, ул Примерная, 13",gymnasium.ru,info@gymnasium.ru,Фитнес,93.11
ООО Atletica,7701340013,Липецк,Липецкая область,"г Липецк, ул Примерная, 14",atletica.ru,info@atletica.ru,Фитнес,93.11
ООО Sport Life,7701340014,Липецк,Липецкая область,"г Липецк, ул Примерная, 15",sportlife.ru,info@sportlife.ru,Фитнес,93.11
ООО Фотоателье Липецк,7800034011,Липецк,Россия,"г Липецк, ул Центральная, 12",https://photo-липецк.ru,info@липецк-photo.ru,Фотоателье,74.20
ООО Хлебозавод Липецк,7900034002,Липецк,Россия,"г Липецк, ул Промышленная, 3",https://bread-липецк.ru,sale@липецк-bread.ru,Хлебозавод,10.71
ООО Цветочный магазин Липецк,7800034016,Липецк,Россия,"г Липецк, ул Центральная, 17",https://flowers-липецк.ru,info@липецк-flowers.ru,Цветочный магазин,47.76
ООО Швейная фабрика Липецк,7900034004,Липецк,Россия,"г Липецк, ул Промышленная, 5",https://sewing-липецк.ru,order@липецк-sew.ru,Швейная фабрика,14.12
ООО Шкафы-купе Липецк,7800034028,Липецк,Россия,"г Липецк, ул Центральная, 29",https://wardrobes-липецк.ru,info@липецк-wardrobe.ru,Шкафы-купе,31.01
ООО Электрика Липецк,7800034024,Липецк,Россия,"г Липецк, ул Центральная, 25",https://electric-липецк.ru,info@липецк-electric.ru,Электрика,47.52
ООО Юридические услуги Липецк,7800034006,Липецк,Россия,"г Липецк, ул Центральная, 7",https://law-липецк.ru,info@липецк-law.ru,Юридические услуги,69.10
ООО 1С-разработка Москва,8000000007,Москва,Россия,"г Москва, ул Коммерческая, 8",https://1c-москва.ru,1c@москва-1c.ru,1С-разработка,62.01
ООО CRM-внедрение Москва,8000000009,Москва,Россия,"г Москва, ул Коммерческая, 10",https://crm-москва.ru,crm@москва-crm.ru,CRM-внедрение,62.01
ООО DJ Москва,8000000018,Москва,Россия,"г Москва, ул Коммерческая, 19",https://dj-москва.ru,dj@москва-dj.ru,DJ,90.01
ООО Digital-агентство Москва,8000000001,Москва,Россия,"г Москва, ул Коммерческая, 2",https://digital-москва.ru,start@москва-dig.ru,Digital-агентство,73.11
ООО Ozon,7704217370,Москва,Москва,"Пресненская наб, 10",ozon.ru,info@ozon.ru,E-commerce,47.91
ООО Wildberries,7721546864,Москва,Москва,"ул Новорогожская, 32",wildberries.ru,info@wildberries.ru,E-commerce,47.91
ООО Event-агентство Москва,8000000010,Москва,Россия,"г Москва, ул Коммерческая, 11",https://event-москва.ru,event@москва-evt.ru,Event-агентство,82.30
ООО HR-консалтинг Москва,8000000024,Москва,Россия,"г Москва, ул Коммерческая, 25",https://hr-москва.ru,hr@москва-hr.ru,HR-консалтинг,78.10
ООО Яндекс,7734859894,Москва,Москва,"ул Льва Толстого, 16",yandex.ru,info@yandex.ru,IT,63.11
ООО VK,7734859894,Москва,Москва,"ул Льва Толстого, 16",vk.com,press@vk.com,IT,63.11
Mail.ru Group,7704211201,Москва,Москва,"Ленинградский пр-кт, 39",vk.company,info@vk.company,IT,63.11
ООО Авито,7734859894,Москва,Москва,"ул Лесная, 7",avito.ru,info@avito.ru,IT,63.11
ООО HeadHunter,7703076403,Москва,Москва,"ул Бутырская, 77",hh.ru,info@hh.ru,IT,78.10
ООО IT-аутсорсинг Москва,7800000007,Москва,Россия,"г Москва, ул Центральная, 8",https://it-москва.ru,info@москва-it.ru,IT-аутсорсинг,62.01
ООО IT-консалтинг Москва,8000000029,Москва,Россия,"г Москва, ул Коммерческая, 30",https://itcon-москва.ru,itcon@москва-itc.ru,IT-консалтинг,62.02
ООО SEO-студия Москва,8000000002,Москва,Россия,"г Москва, ул Коммерческая, 3",https://seo-москва.ru,seo@москва-seo.ru,SEO-студия,73.11
ООО SMM-агентство Москва,8000000003,Москва,Россия,"г Москва, ул Коммерческая, 4",https://smm-москва.ru,smm@москва-smm.ru,SMM-агентство,73.11
ООО SPA-салон Москва,8000000031,Москва,Россия,"г Москва, ул Коммерческая, 32",https://spa-москва.ru,spa@москва-spa.ru,SPA-салон,96.02
ПАО Аэрофлот,7706123530,Москва,Москва,"ул Арбат, 10",aeroflot.ru,info@aeroflot.ru,Авиация,51.10
ООО Мajor Auto,7701000000,Москва,Москва,"г Москва, ул Примерная, 1",major-auto.ru,info@major-auto.ru,Автодилеры,45.11
ООО Автомир,7701000001,Москва,Москва,"г Москва, ул Примерная, 2",avtomir.ru,info@avtomir.ru,Автодилеры,45.11
ООО Авилон,7701000002,Москва,Москва,"г Москва, ул Примерная, 3",avilon.ru,info@avilon.ru,Автодилеры,45.11
ООО Рольф,7701000003,Москва,Москва,"г Москва, ул Примерная, 4",rolf.ru,info@rolf.ru,Автодилеры,45.11
ООО Независимость,7701000004,Москва,Москва,"г Москва, ул Примерная, 5",independence.ru,info@independence.ru,Автодилеры,45.11
ООО Автоспеццентр,7701000005,Москва,Москва,"г Москва, ул Примерная, 6",autosc.ru,info@autosc.ru,Автодилеры,45.11
ООО Восток Моторс,7701000006,Москва,Москва,"г Москва, ул Примерная, 7",vostok-motors.ru,info@vostok-motors.ru,Автодилеры,45.11
ООО АвтоГЕРМЕС,7701000007,Москва,Москва,"г Москва, ул Примерная, 8",autohermes.ru,info@autohermes.ru,Автодилеры,45.11
ООО Максимум,7701000008,Москва,Москва,"г Москва, ул Примерная, 9",maximum-motors.ru,info@maximum-motors.ru,Автодилеры,45.11
ООО АвтоВладение,7701000009,Москва,Москва,"г Москва, ул Примерная, 10",autovl.ru,info@autovl.ru,Автодилеры,45.11
ООО Премьер Авто,7701000010,Москва,Москва,"г Москва, ул Примерная, 11",premierauto.ru,info@premierauto.ru,Автодилеры,45.11
ООО Тойота Центр,7701000011,Москва,Москва,"г Москва, ул Примерная, 12",toyota.ru,info@toyota.ru,Автодилеры,45.11
ООО БМВ Русланд,7701000012,Москва,Москва,"г Москва, ул Примерная, 13",bmw.ru,info@bmw.ru,Автодилеры,45.11
ООО Мерседес-Бенц,7701000013,Москва,Москва,"г Москва, ул Примерная, 14",mercedes-benz.ru,info@mercedes-benz.ru,Автодилеры,45.11
ООО Ауди Рус,7701000014,Москва,Москва,"г Москва, ул Примерная, 15",audi.ru,info@audi.ru,Автодилеры,45.11
ООО Автоматизация бизнеса Москва,8000000008,Москва,Россия,"г Москва, ул Коммерческая, 9",https://auto-москва.ru,auto@москва-auto.ru,Автоматизация бизнеса,62.01
ООО Автосервис Москва,7800000002,Москва,Россия,"г Москва, ул Центральная, 3",https://autoservice-москва.ru,info@москва-auto.ru,Автосервис,45.20
ООО Автошкола Москва,8100000000,Москва,Россия,"г Москва, ул Мастеров, 1",https://drivingschool-москва.ru,auto@москва-drive.ru,Автошкола,85.32
ООО Алкоголь оптом Москва,7900000026,Москва,Россия,"г Москва, ул Промышленная, 27",https://alco-москва.ru,alco@москва-alco.ru,Алкоголь оптом,46.34
ООО Аптека Москва,7800000003,Москва,Россия,"г Москва, ул Центральная, 4",https://pharmacy-москва.ru,info@москва-pharmacy.ru,Аптека,47.73
ООО Аренда авто Москва,7800000014,Москва,Россия,"г Москва, ул Центральная, 15",https://rentcar-москва.ru,info@москва-rentcar.ru,Аренда авто,77.11
ООО Аренда спецтехники Москва,8100000001,Москва,Россия,"г Москва, ул Мастеров, 2",https://specrent-москва.ru,rent@москва-spec.ru,Аренда спецтехники,77.39
ООО Аттестация рабочих мест Москва,7900000015,Москва,Россия,"г Москва, ул Промышленная, 16",https://attest-москва.ru,attest@москва-att.ru,Аттестация рабочих мест,71.12
ПАО Сбербанк,7707083893,Москва,Москва,"ул Вавилова, 19",sberbank.ru,info@sberbank.ru,Банк,64.19
ПАО ВТБ,7702070139,Москва,Москва,"ул Воронцовская, 43",vtb.ru,info@vtb.ru,Банк,64.19
Тинькофф Банк,7710140679,Москва,Москва,"1-й Волоколамский пр-д, 10",tinkoff.ru,info@tinkoff.ru,Банк,64.19
ПАО Альфа-Банк,7728168971,Москва,Москва,"ул Каланчевская, 27",alfabank.ru,info@alfabank.ru,Банк,64.19
ПАО Россельхозбанк,7730067050,Москва,Москва,"ул Багратионовский пр-д, 15",rshb.ru,info@rshb.ru,Банк,64.19
ООО Бассейн Москва,8000000039,Москва,Россия,"г Москва, ул Коммерческая, 40",https://pool-москва.ru,pool@москва-pool.ru,Бассейн,93.11
ООО Бетонный завод Москва,7900000009,Москва,Россия,"г Москва, ул Промышленная, 10",https://beton-москва.ru,beton@москва-bet.ru,Бетонный завод,23.51
ООО Бизнес-консультант Москва,8000000025,Москва,Россия,"г Москва, ул Коммерческая, 26",https://consult-москва.ru,consult@москва-consult.ru,Бизнес-консультант,70.22
ООО Бизнес-тренер Москва,8000000020,Москва,Россия,"г Москва, ул Коммерческая, 21",https://coach-москва.ru,coach@москва-coach.ru,Бизнес-тренер,85.59
ООО Бурение скважин Москва,8100000002,Москва,Россия,"г Москва, ул Мастеров, 3",https://burenie-москва.ru,burenie@москва-bur.ru,Бурение скважин,43.12
ООО Бухгалтерия Москва,7800000005,Москва,Россия,"г Москва, ул Центральная, 6",https://accounting-москва.ru,info@москва-buh.ru,Бухгалтерия,69.20
ООО Бытовая химия оптом Москва,7900000027,Москва,Россия,"г Москва, ул Промышленная, 28",https://chemical-москва.ru,him@москва-him.ru,Бытовая химия оптом,46.44
ООО Веб-студия Москва,8000000000,Москва,Россия,"г Москва, ул Коммерческая, 1",https://webstudio-москва.ru,hello@москва-web.ru,Веб-студия,62.01
ООО Ведущий мероприятий Москва,8000000016,Москва,Россия,"г Москва, ул Коммерческая, 17",https://host-москва.ru,host@москва-host.ru,Ведущий мероприятий,90.01
ООО Видеонаблюдение Москва,7900000012,Москва,Россия,"г Москва, ул Промышленная, 13",https://cctv-москва.ru,cctv@москва-cam.ru,Видеонаблюдение,43.21
ООО Видеооператор Москва,8000000015,Москва,Россия,"г Москва, ул Коммерческая, 16",https://video-москва.ru,video@москва-video.ru,Видеооператор,59.11
ООО Ворота и автоматика Москва,8100000003,Москва,Россия,"г Москва, ул Мастеров, 4",https://gates-москва.ru,gates@москва-gate.ru,Ворота и автоматика,43.21
ООО Грузоперевозки Москва,8100000004,Москва,Россия,"г Москва, ул Мастеров, 5",https://cargo-москва.ru,cargo@москва-cargo.ru,Грузоперевозки,49.41
ООО Двери Москва,7800000022,Москва,Россия,"г Москва, ул Центральная, 23",https://doors-москва.ru,info@москва-doors.ru,Двери,47.52
ООО Дезинфекция Москва,8100000005,Москва,Россия,"г Москва, ул Мастеров, 6",https://dez-москва.ru,dez@москва-dez.ru,Дезинфекция,81.22
ООО Демонтаж Москва,8100000006,Москва,Россия,"г Москва, ул Мастеров, 7",https://demontazh-москва.ru,dem@москва-dem.ru,Демонтаж,43.11
ООО Деревообработка Москва,8100000007,Москва,Россия,"г Москва, ул Мастеров, 8",https://wood-москва.ru,wood@москва-wood.ru,Деревообработка,16.10
ООО Детейлинг Москва,8100000008,Москва,Россия,"г Москва, ул Мастеров, 9",https://detailing-москва.ru,detail@москва-det.ru,Детейлинг,45.20
ООО Диетолог Москва,8000000036,Москва,Россия,"г Москва, ул Коммерческая, 37",https://diet-москва.ru,diet@москва-diet.ru,Диетолог,86.90
ООО Дизайн интерьера Москва,8100000009,Москва,Россия,"г Москва, ул Мастеров, 10",https://design-москва.ru,design@москва-des.ru,Дизайн интерьера,74.10
ООО Дорожное строительство Москва,8100000010,Москва,Россия,"г Москва, ул Мастеров, 11",https://road-москва.ru,road@москва-road.ru,Дорожное строительство,42.11
ООО Земляные работы Москва,8100000011,Москва,Россия,"г Москва, ул Мастеров, 12",https://zemlya-москва.ru,zem@москва-zem.ru,Земляные работы,43.12
ООО Зоомагазин Москва,7800000017,Москва,Россия,"г Москва, ул Центральная, 18",https://petshop-москва.ru,info@москва-pet.ru,Зоомагазин,47.76
ООО Игрушки оптом Москва,7900000023,Москва,Россия,"г Москва, ул Промышленная, 24",https://toys-москва.ru,toys@москва-toy.ru,Игрушки оптом,46.49
ООО Изготовление ключей Москва,8100000012,Москва,Россия,"г Москва, ул Мастеров, 13",https://keys-москва.ru,keys@москва-keys.ru,Изготовление ключей,95.29
ООО Инженерные изыскания Москва,8100000013,Москва,Россия,"г Москва, ул Мастеров, 14",https://izyskaniya-москва.ru,iz@москва-iz.ru,Инженерные изыскания,71.12
ООО Йога-студия Москва,8000000037,Москва,Россия,"г Москва, ул Коммерческая, 38",https://yoga-москва.ru,yoga@москва-yoga.ru,Йога-студия,93.11
ООО Кавер-группа Москва,8000000017,Москва,Россия,"г Москва, ул Коммерческая, 18",https://cover-москва.ru,cover@москва-cover.ru,Кавер-группа,90.01
ООО Кадровое агентство Москва,8100000014,Москва,Россия,"г Москва, ул Мастеров, 15",https://kadry-москва.ru,kadry@москва-kdr.ru,Кадровое агентство,78.10
ООО Камины и печи Москва,8100000015,Москва,Россия,"г Москва, ул Мастеров, 16",https://kamin-москва.ru,kamin@москва-kam.ru,Камины и печи,43.22
ООО Канцтовары оптом Москва,7900000024,Москва,Россия,"г Москва, ул Промышленная, 25",https://office-москва.ru,office@москва-off.ru,Канцтовары оптом,46.49
ООО Карьерный консультант Москва,8000000023,Москва,Россия,"г Москва, ул Коммерческая, 24",https://career-москва.ru,career@москва-career.ru,Карьерный консультант,78.10
ООО Кафе Москва,7800000000,Москва,Россия,"г Москва, ул Центральная, 1",https://cafe-москва.ru,info@москва-cafe.ru,Кафе,56.10
ООО Квартирный переезд Москва,8100000016,Москва,Россия,"г Москва, ул Мастеров, 17",https://pereezd-москва.ru,move@москва-move.ru,Квартирный переезд,49.42
ООО Клининг Москва,7800000009,Москва,Россия,"г Москва, ул Центральная, 10",https://cleaning-москва.ru,info@москва-cleaning.ru,Клининг,81.22
ООО Клининговые услуги Москва,8100000017,Москва,Россия,"г Москва, ул Мастеров, 18",https://clean-москва.ru,clean@москва-clean.ru,Клининговые услуги,81.22
ООО Книжный магазин Москва,7800000018,Москва,Россия,"г Москва, ул Центральная, 19",https://bookshop-москва.ru,info@москва-books.ru,Книжный магазин,47.61
ООО Кованые изделия Москва,8100000018,Москва,Россия,"г Москва, ул Мастеров, 19",https://kovka-москва.ru,kovka@москва-kov.ru,Кованые изделия,25.50
ООО Ковры Москва,7800000025,Москва,Россия,"г Москва, ул Центральная, 26",https://carpets-москва.ru,info@москва-carpets.ru,Ковры,47.53
ООО Кондиционеры Москва,7800000029,Москва,Россия,"г Москва, ул Центральная, 30",https://ac-москва.ru,info@москва-ac.ru,Кондиционеры,43.22
ООО Контекстная реклама Москва,8000000004,Москва,Россия,"г Москва, ул Коммерческая, 5",https://ppc-москва.ru,ppc@москва-ppc.ru,Контекстная реклама,73.11
ООО Контроль доступа Москва,7900000013,Москва,Россия,"г Москва, ул Промышленная, 14",https://access-москва.ru,access@москва-acs.ru,Контроль доступа,43.21
ООО Копировальный центр Москва,8100000019,Москва,Россия,"г Москва, ул Мастеров, 20",https://copy-москва.ru,copy@москва-copy.ru,Копировальный центр,18.12
ООО Корпоративное обучение Москва,8000000021,Москва,Россия,"г Москва, ул Коммерческая, 22",https://corp-москва.ru,corp@москва-corp.ru,Корпоративное обучение,85.59
ООО Косметология Москва,8000000034,Москва,Россия,"г Москва, ул Коммерческая, 35",https://cosmo-москва.ru,cosmo@москва-cos.ru,Косметология,96.02
ООО Коучинг Москва,8000000022,Москва,Россия,"г Москва, ул Коммерческая, 23",https://coaching-москва.ru,coaching@москва-coaching.ru,Коучинг,85.59
ООО Кровельные материалы Москва,7900000008,Москва,Россия,"г Москва, ул Промышленная, 9",https://roof-москва.ru,roof@москва-roof.ru,Кровельные материалы,23.99
ООО Курьерская доставка Москва,7800000010,Москва,Россия,"г Москва, ул Центральная, 11",https://delivery-москва.ru,info@москва-delivery.ru,Курьерская доставка,53.20
ООО Кухни Москва,7800000027,Москва,Россия,"г Москва, ул Центральная, 28",https://kitchens-москва.ru,info@москва-kitchen.ru,Кухни,31.01
ООО Лаборатория Москва,8100000020,Москва,Россия,"г Москва, ул Мастеров, 21",https://lab-москва.ru,lab@москва-lab.ru,Лаборатория,71.12
ООО Ландшафтный дизайн Москва,8100000021,Москва,Россия,"г Москва, ул Мастеров, 22",https://landscape-москва.ru,land@москва-land.ru,Ландшафтный дизайн,81.30
ООО Лифтовое оборудование Москва,8100000022,Москва,Россия,"г Москва, ул Мастеров, 23",https://lift-москва.ru,lift@москва-lift.ru,Лифтовое оборудование,28.22
ФГУП Почта России,7702386758,Москва,Москва,"Варшавское шоссе, 37",russianpost.ru,info@russianpost.ru,Логистика,53.10
ООО СДЭК,7701000000,Москва,Москва,"г Москва, ул Примерная, 1",cdek.ru,info@cdek.ru,Логистика,49.41
ООО Boxberry,7701000001,Москва,Москва,"г Москва, ул Примерная, 2",boxberry.ru,info@boxberry.ru,Логистика,49.41
ООО Почта России,7701000002,Москва,Москва,"г Москва, ул Примерная, 3",russianpost.ru,info@russianpost.ru,Логистика,49.41
ООО Major Express,7701000003,Москва,Москва,"г Москва, ул Примерная, 4",majorexpress.ru,info@majorexpress.ru,Логистика,49.41
